"0.22","547","","",""
"","457.57","","",""
"","47.19","","",""
"","155","","","1090.5263"
"","95.66","","","1000"
"","","","",""
"","44.41","","",""
"","754.61","0.16","0.01",""
"","28.95","","","500"
"","47.19","","",""
"","47.19","","",""
"","1487.5","","",""
"4.77","","","",""
"2.1","519","0.97","0.47",""
"","14.18","","",""
"","","","","218.1053"
"2.92","61.4","","","400"
"","148.55","","",""
"","389.05","","","700"
"","92.92","","","400"
"","153.81","","",""
"","148","","","2567.442"
"0.49","274.72","","","48521.9965"
"","84.42","","","567.3473"
"0.2","58","","","628.4462"
"","1461.72","","",""
"","310.5","","","392.7789"
"","311","","","4360"
"","435.95","","",""
"","103","","","1300"
"0.38","424.36","0.7","0.54","174.5684"
"0.8","351.43","","",""
"2.75","808","0.54","0.65","200"
"3.51","554.4","","",""
"2.6","494.44","0.77","0.53",""
"","251.18","0.55","0",""
"1.2","324.68","","",""
"","47.19","","",""
"","455.7","","",""
"","1461.72","","",""
"0.1","35.85","","","1134.6946"
"","84.42","","","741.9157"
"0.17","153.52","","","1221.9788"
"","483","","",""
"0.3","560","","","698.2736"
"","637","0.84","0.02","478"
"0.05","674.88","0.26","0.01",""
"","151.15","","","300"
"16.3","78.44","","",""
"","","","","1200"
"0.22","366.4","","","872.842"
"","466","","",""
"","74.8","","","392.7789"
"1.05","410.06","0.64","0.48","610.9894"
"","15.14","","",""
"","559.82","","",""
"","308.73","","","1600"
"","328","","","764.6"
"","154.34","","",""
"0.95","472","0.38","0.82","980"
"","11.35","","",""
"0.39","431.25","0.52","0.51","349.1368"
"","507","","",""
"","291.09","","","100"
"0.6","324.68","","",""
"0","513","0.27","0",""
"","270.95","","","18000"
"3.38","359.04","","",""
"","49.85","","",""
"","385","","","261.8526"
"","389.05","","","654.6315"
"","66.21","","",""
"","1882.03","","","663.3158"
"7.71","365.55","","","829.1"
"","507.61","","",""
"0.5","619.67","0.38","0.04","200"
"","471.84","","",""
"","300.1","","",""
"","12.99","","",""
"","","","","174.7842"
"3.43","477.99","0.53","0.68","567.3473"
"","446.1","","","654.8158"
"","280.79","","",""
"5.21","546.99","0.81","0.88",""
"4.73","11.89","","","2007.5366"
"0","573.11","0.17","0.02",""
"0.89","328","","",""
"","512.88","","","1500"
"3.24","387.43","","","240"
"","44.41","","","1700"
"0.25","58.27","","",""
"","178.4","","",""
"","31","","","209.1053"
"","313.45","","","567.3473"
"","449.13","","",""
"","341.38","","","436.421"
"0.22","63.8","","",""
"","284.05","","","100"
"","282.08","","","418.2105"
"","1471.04","","","396.3895"
"","329.1","","","200"
"0.4","271.27","","","5000"
"","251.8","","",""
"","145","","",""
"","820","","","270.581"
"","476","0.73","0.74","610.9894"
"0.36","517.9","","",""
"16.64","1048","0.57","0.06",""
"","2718","","","1220.9894"
"","156.65","","",""
"0.13","497.72","0.19","0.16",""
"","502.88","","","174.5684"
"","507","","",""
"","481.6","","",""
"0.23","425.64","","","87.2842"
"","530","","","130.9632"
"0.13","633","0.88","0.61",""
"","530","","","780.7789"
"","456.95","","",""
"0.59","1461.72","","",""
"","10.8","","",""
"","316.94","","","567.3473"
"","","","",""
"7.17","363.63","","",""
"","1599","","","392.8895"
"","267.65","","","200"
"","44.41","","",""
"","53.32","","","400"
"","94.21","","","700"
"0.09","600","","",""
"1.6","366.4","","",""
"","273.51","","","400"
"0.05","253.11","0.63","0.15","160"
"","153.52","","",""
"4.34","382.7","","","305.4947"
"","151.15","","","70"
"","463.67","0.48","0.07","916.4841"
"1","366.18","","",""
"","11.53","","","140263.781"
"","","","","523.8526"
"","93.95","","","200"
"0.81","153.52","","","400"
"","104.28","","","600"
"2.2","389.07","","",""
"","31","","","605.4947"
"","71.09","","",""
"10.75","","","",""
"","","","","534.3526"
"2.72","0","","",""
"","47.19","","",""
"","311","","",""
"0.36","545.5","0.35","0.02","500"
"","","","",""
"","485.35","","","87.2842"
"","493.2","","","1527.4735"
"","2730","","","5191.705"
"","504.5","0.29","0.07",""
"","355.85","","",""
"","84.42","","","392.7789"
"","151.15","","",""
"","389.05","","","300"
"1.22","385","0.2","0.84",""
"0.26","447.15","","",""
"","1.94","","","600"
"","48.61","","","523.7052"
"0.25","3.96","","",""
"","168.03","","",""
"","151.15","","",""
"","151.15","","",""
"","251.93","","",""
"","412.4","","","523.7052"
"","269.74","","","1091.0525"
"","313.45","","","523.7052"
"","519","","","567.3473"
"","151.15","","",""
"","60.55","","",""
"","273.18","","","70000"
"","625","0.5","0.12","2531.2418"
"","328","","","300"
"","151.15","","","400"
"","5.65","","","174.5684"
"","14.35","","",""
"","547","","",""
"","116.3","","",""
"","443.77","","",""
"","477.7","","",""
"","344.73","","","680"
"","605.22","","",""
"0.26","99.93","","","500"
"0.81","5.97","","","2225.7471"
"","463.64","","",""
"","73.88","","",""
"0.48","813","0.64","0","200"
"","73.06","","","640"
"","355.2","","","800"
"","514.75","","",""
"","13.19","","","500"
"0.52","387.08","","",""
"","3031.25","","","567.1737"
"1.29","631.26","0.92","0.25","200"
"0.02","154.34","","",""
"","114.88","","",""
"","11.53","","","1047.4104"
"13.13","368.49","","","2900"
"0.93","520","0.38","0.71","1222.299"
"","0.66","","","400"
"","277.15","","","200"
"","105","","","1200"
"1.25","11.53","","",""
"","59.98","","","627.3158"
"1","270.95","","",""
"","549.6","","",""
"1.1","49.95","","",""
"","341.38","","","174.5684"
"","367.75","","",""
"0.01","546.9","","",""
"","271.96","","","200"
"","497.32","","",""
"","328","","","2169.2315"
"","270.95","","","30800"
"0.08","600","","",""
"","151.15","","",""
"","28.95","","",""
"","1461.72","","",""
"","284.05","","","1100"
"1.8","66.15","","",""
"","151.15","","",""
"0.4","183.1","","",""
"","280.79","","",""
"","41.4","","",""
"","34.23","","",""
"","347.09","","",""
"","270.95","","","58200"
"","151.15","","",""
"","47.19","","",""
"","11.89","","","8335.6411"
"","87.04","","",""
"","815","","","698.1368"
"0.42","341.84","","","118954.518"
"","44.41","","",""
"","277.15","","","100"
"0.13","517","0.18","0.36","873.0707"
"","35.85","","",""
"","367","","","436"
"","28.47","","",""
"","324.68","","",""
"0.76","271.96","","","12566.2519"
"","51.9","","","480.0631"
"","154.34","","",""
"","1520","","",""
"","84.42","","",""
"","608.94","","",""
"","326.15","","","261.8526"
"","1461.72","","",""
"2.03","446.17","","",""
"","517","0.1","0.01",""
"","13.26","","","87.2842"
"0.37","369.5","","",""
"0.63","648","0.87","0.89","0.0267"
"","37.61","","","349.1368"
"0.13","266.1","","","1354.6315"
"1.7","270.95","","","15000"
"5","","","",""
"","153.81","","",""
"","504.5","0.1","0",""
"0.65","384.95","","","400"
"","280.79","","","100"
"","453.56","","",""
"","47.19","","","1047.4104"
"0.08","497.06","0.1","0",""
"0.23","153.52","","","280.9263"
"0.4","503","0.5","0.57","400"
"1.45","444.12","0.79","","600"
"","151.15","","",""
"3.9","76.71","","",""
"2.11","1376.66","","","1876.6103"
"4.59","385","","","174.5684"
"","6.15","","","1003.7683"
"0.43","382.07","","","500"
"0.29","153.52","","","490.0316"
"","13.26","","","43.6421"
"0.68","317.95","","","2227.8736"
"","601.53","","",""
"0.56","387.99","","",""
"13.64","304.53","","","1356.4526"
"3.35","373.82","","",""
"","","","","436.2105"
"","910.1","0.08","0.06",""
"","381","0.42","0.29","650"
"","151.15","","",""
"","506.85","","","1265.6209"
"2.1","251.8","","","1090"
"","76.15","","","1134.6946"
"0.16","359.04","","",""
"13.02","509.54","0.84","0.78",""
"","506.85","","","1178.3367"
"","34.23","","",""
"1.52","478.24","0.55","0.54","305.4947"
"","13.96","","","1309.263"
"","378","","","261.8526"
"","550.2","","",""
"5.2","555.93","0.42","0.9",""
"","35.67","","",""
"","365.55","","","480.0631"
"1.46","275.31","","","5000"
"","194.29","","",""
"","3250","","",""
"10.1","","","",""
"","151.15","","",""
"0.75","1374.14","","","305.4947"
"0.03","452.5","","",""
"12.76","368.49","","","2800"
"0.08","545","","",""
"","47.19","","",""
"","","","","130.9632"
"","1881.25","","",""
"","11.53","","","2880.3786"
"0.08","360.4","","",""
"","210.53","","","1134.6946"
"","337.56","","","174.5684"
"","60.55","","",""
"2.12","353.16","","",""
"","445.15","","","610.9947"
"0.2","266.1","","",""
"0.96","633","0.76","0.61",""
"2","516","0.88","0.52",""
"","2150","","","172.2842"
"0.3","52.92","","",""
"","15.14","","",""
"","315.44","","","1100"
"","273.42","","",""
"4.46","369","","",""
"","1025","","","436.421"
"0.05","307.4","","","187.661"
"","","","","349.0684"
"","2460","","",""
"","7.18","","","229"
"","640","","","302.7474"
"","6.15","","","1134.6946"
"","153.52","","","209.1053"
"","104.28","","",""
"","425.64","","","7157.3044"
"","365.41","","","393"
"","408.88","0.86","0.71","1920.2524"
"","1080","0.23","0.04","620"
"","194.29","","",""
"","151.15","","",""
"","143.33","","",""
"10.6","523","0.5","1",""
"0.07","600","","",""
"0.11","153.52","","",""
"","151.15","","",""
"2.1","1639","0.97","0.81","1003.7683"
"","151.15","","",""
"","","","",""
"8.63","83.51","","","80"
"","2700","","","98197.3625"
"3.45","49.95","","","130.9263"
"","270.95","","",""
"","355.85","","",""
"","270.95","","",""
"","2009.5","","",""
"","389.05","","","200"
"","270.95","","","111516.5195"
"","525","","","354.5684"
"","600","","",""
"","310.7","","","1300.5346"
"","310.7","","","999.4041"
"","53.1","","",""
"","8.44","","",""
"","313.45","","",""
"5.29","","","","305.2474"
"","60.55","","",""
"","47.19","","",""
"","58.27","","",""
"","270.95","","","55861.888"
"","101.91","","","900"
"","49.85","","","605.4947"
"","","","","174.7842"
"","92.92","","","400"
"","13.19","","","940"
"","541.3","","",""
"","44.41","","",""
"2.05","1330","","",""
"","453","","",""
"","105","","","1900"
"","105","","","900"
"0.6","381.26","","",""
"0.39","544","","",""
"","","","",""
"","600","","","312.7474"
"4.1","183.91","","",""
"","624.71","0.39","0.03",""
"","412","","","349.1368"
"","98.81","","",""
"","44.41","","",""
"","114.88","","",""
"","687.17","0.3","0.03",""
"","3.44","","","305.4947"
"","461.9","","","1309.263"
"","355.85","","",""
"","44.41","","",""
"","292.01","","",""
"","450.5","","","1789.3261"
"0.15","604.8","","",""
"1.2","366.18","","",""
"","151.15","","","500"
"","543.75","0.17","0.01",""
"","59.75","","","829.1999"
"","2150","","","964.5631"
"0.07","548","0.67","0.08","200"
"","517","0.1","0.07",""
"4.27","379","","","392.7789"
"","310.8","","",""
"0.01","285.6","","",""
"","","","","990"
"","151.15","","",""
"","44.41","","",""
"","267.65","","","1500"
"","151.15","","",""
"","1117","","0.07",""
"9.6","97.76","","",""
"","280.79","","",""
"3.84","","","",""
"","2009.5","","",""
"","41.34","","","1047.4104"
"","573.72","0.4","0.01",""
"2.95","485.18","0.69","0.66","1527.4735"
"2.69","452.51","","",""
"0.37","87.04","","","400"
"0","507","","",""
"","312.86","","",""
"","446","","",""
"0.98","386.74","","","300"
"","153.81","","",""
"","234.51","","","13703.6194"
"0.12","216.9","","","300"
"8.86","521","","",""
"","447.15","","",""
"27.58","308.37","","",""
"1.46","205.06","","","523.7052"
"","270.95","","","70600"
"","93.95","","","200"
"","105","","","2100"
"0.8","","","",""
"","44.41","","",""
"","98.81","","",""
"","154.34","","",""
"0.06","277.15","","","100"
"","5.59","","","174.5684"
"","","","","567.1737"
"","350.28","","","100"
"11.24","491","","","1513.7368"
"0.01","562.35","0.25","0.29",""
"0.9","376.7","","","654.6315"
"","151.15","","",""
"","372.4","","",""
"3.16","","","",""
"","13.8","","","654.6315"
"0.17","432","0.51","0.57","358.964"
"","11.53","","","1440.1893"
"","11.53","","",""
"17.14","308.37","","",""
"0.38","","0.73","0.33",""
"","308.16","","","13000"
"0.8","364.63","","",""
"","478.02","","",""
"","479.7","","","1600"
"4.09","329.7","0.9","0.73","485.7373"
"","310.93","","","872.842"
"","47.19","","","349.1368"
"","","","","523.8526"
"","1710","","","741.9579"
"","446.47","","","0"
"0.11","531.33","","",""
"","277.15","","",""
"","103","","","800"
"0.02","309.01","","","490.0316"
"","507.61","","",""
"2.56","0","","",""
"","2950","","0.04",""
"0.03","546.8","","",""
"","59.98","","","814.6"
"","","","",""
"","494.58","","",""
"","321.63","","",""
"","436.41","0.74","0.71",""
"6.5","58.27","","",""
"","342.79","","","174.5684"
"","350.28","","","100"
"11.9","273.18","","","30000"
"","267.65","","","1300"
"","495.18","","","1390"
"","98.81","","",""
"1.8","1109","0.33","0.82",""
"","151.15","","",""
"1.45","5.46","","",""
"0.08","546.2","","",""
"0.9","328.61","","",""
"","308.73","","",""
"","251.41","2.33","0",""
"","270.95","","",""
"","466","4.05","0.02",""
"0.68","153.52","","",""
"","310.5","","","1221.9788"
"","62.98","","","400"
"0.04","452.5","","",""
"0.13","808","0.26","0.01","500"
"","742.79","0.49","0",""
"","219.38","","",""
"","151.15","","",""
"0.24","610","0.46","0.43","300"
"","407.41","","","310"
"0.38","892","","",""
"","52.92","","",""
"8.03","367.1","","","261.8526"
"","","","",""
"","308.73","","","2500"
"","47.19","","",""
"","105","","","1900"
"2.75","375","","","218.1053"
"","503","","","392.8895"
"0.77","523.35","0.47","0.34",""
"0.53","374.68","","","800"
"1.13","301","0.58","0.73","1530"
"0.12","600","","",""
"0.06","280.79","","","2883.8314"
"0.03","452.5","","",""
"","1492.75","","",""
"","389.8","","",""
"10.56","","","","2181.0525"
"","503.6","","",""
"","44.95","","","700"
"","493.32","","","490"
"0.15","548.17","0.52","0.54",""
"","70.77","","","600"
"","154.34","","","300"
"2.17","502.6","","","654.8158"
"0.79","382.06","","",""
"","41.5","","","800"
"","18.26","","","3360.4417"
"","252.08","","",""
"","355.85","","",""
"","750","0.55","0.01","4300"
"","44.41","","",""
"","4.12","","",""
"","105","","","1500"
"0.06","563.56","0.47","0.31","150"
"","547.9","","",""
"","77.85","","","1300"
"7.5","181.54","","",""
"0.92","382.18","","",""
"","280.79","","",""
"0.34","153.52","","","872.842"
"","569.53","0.52","0.05",""
"","304.8","","","523.7052"
"","95.66","","",""
"1.17","11.53","","","1178.3367"
"","98.81","","",""
"","24.94","","",""
"","350.28","","","200"
"0.08","297.88","","","90"
"","151.15","","",""
"0.3","94.73","","","349.1368"
"","515.42","","","610.9894"
"","151.15","","",""
"","82.9","","",""
"","365.55","","","2700"
"","250.85","0.63","0",""
"1.84","531.41","0.98","0.84",""
"","741.08","0.1","0.03",""
"1.28","511.5","","","261.8454"
"","227.57","","",""
"","635","","",""
"","361","","","349"
"","308.73","","","2900"
"","154.34","","",""
"","14.35","","",""
"","151.15","","",""
"","215.78","","",""
"0.1","62.24","","",""
"0.12","425.64","","",""
"","467.06","","","80"
"","49.85","","","511.8526"
"","311.1","","",""
"","44.41","","",""
"","151.15","","",""
"","635","","",""
"","151.15","","",""
"","75.55","","","900"
"","1520","","","300"
"","210.53","","","743.6"
"","47.19","","",""
"","495.18","","","3150"
"","270.95","","","148383.14"
"","84.42","","","436.421"
"","512.72","","","900"
"","154.34","","",""
"0.54","547","","",""
"","766","","","480"
"0.33","526.4","0.93","0.21",""
"","105","","","1000"
"","14.18","","",""
"","439","","",""
"","463","0.37","0",""
"9.16","328","","","720.9579"
"","600","","",""
"","71.09","","",""
"","34.23","","",""
"0.58","628.1","0.64","0.11",""
"5.55","348.8","","","174.5684"
"","234.51","","","1003.7683"
"","446.1","","","610.9947"
"","200.3","","",""
"","547","","",""
"","490","","","87.2921"
"","151.15","","",""
"","346.79","","","627.3158"
"5.04","11.53","","","4451.4942"
"","13.26","","","87.2842"
"","58","","",""
"","4.5","","",""
"","466","","",""
"","301.5","","","698.2736"
"","151.15","","",""
"","61.4","","",""
"","392.95","0.98","0.75","261.8526"
"","502.88","","","87.2842"
"","47.19","","",""
"","252.02","0.8","0.01",""
"0.53","151.21","","","300"
"","47.19","","",""
"","48.01","","",""
"","1881.25","","",""
"4.1","439","0.58","0.89",""
"4.2","309","","",""
"","750","0.6","0.19","600"
"","3.96","","",""
"","319.2","","",""
"","72.63","","","677.3158"
"","12.34","","",""
"","297","","","261.8526"
"","494.45","","","1352.9051"
"","15.14","","",""
"","49.85","","","886.421"
"","635","","",""
"12.7","","","",""
"","53.1","","",""
"0.02","450.97","","",""
"","350.28","","","50"
"","62.98","","","900"
"","355.2","","","1000"
"","151.15","","","200"
"","3.96","","",""
"0.31","369.5","","",""
"","105","","","800"
"","","","","872.921"
"","270.95","","","81700"
"0.19","153.52","","","480.0631"
"0.46","634.03","0.62","0.68",""
"","11.9","","",""
"","608.8","","",""
"","45.36","","","1221.9788"
"","494","","",""
"0.3","58","","",""
"","41.27","","",""
"","44.41","","",""
"0.1","253.23","0.81","0.75","230"
"","309","","",""
"","270.95","","","64013.3645"
"0.12","614.15","","","808.2421"
"","270.95","","",""
"","44.41","","",""
"","355.85","","",""
"","313.45","","","480.0631"
"","270.95","","","87284.2"
"3","183.54","","",""
"","105","","","1800"
"","151.15","","",""
"2","251.92","","","640"
"","541","","",""
"","151.15","","","400"
"","","","","800"
"","155","","","218.1053"
"","443","","",""
"","267.65","","","1400"
"","368.9","","",""
"0.2","51.9","","","567.3473"
"0.51","620.2","","",""
"","492.78","","","1020"
"","388.87","","",""
"0.44","512.2","0.82","0.9",""
"","159.39","","",""
"","389.05","","","400"
"4.09","11.89","","","2269.3892"
"","105","","","2400"
"","53.32","","",""
"0.5","336.35","","",""
"","158.08","","",""
"0.06","593.32","0.12","0",""
"","12.81","","",""
"","512","0.19","0","380"
"","","","","1398.2736"
"","221.85","","",""
"7.68","359.04","","",""
"7.45","382.7","","","610.9894"
"","","","","480.0316"
"","116.3","","",""
"","321.84","","","500"
"","1492.75","","","533.6737"
"","221.85","","","500"
"","","","","436.2105"
"1.4","496.15","0.77","0.53",""
"","1325","","","654.8158"
"0.44","153.52","","",""
"","11.9","","",""
"","154.34","","",""
"0.11","153.52","","","300"
"","11.53","","","1745.684"
"4.37","","","",""
"","389.05","","","400"
"","280.48","","","392.7789"
"0.07","249.68","","","980.0631"
"","284.05","","","800"
"","493.43","","",""
"","151.15","","",""
"","310.7","","","2500.6923"
"0.16","425.64","","",""
"","47.19","","",""
"","445","0.11","0.03",""
"","13.96","","",""
"0.05","280.79","","","324.5684"
"","277.15","","",""
"","11.89","","","3360.4417"
"","751.17","0.15","0",""
"","459.88","","",""
"0.76","180","","","530"
"","74.8","","","1745.684"
"","59.98","","","930.0631"
"0.21","249.68","","","814.6"
"0.83","385","0.15","0.75",""
"0.17","600","","",""
"","1325","","","785.2789"
"","470","","","1659.1999"
"","470","","","2227.8736"
"1.1","1109","0.06","0.68",""
"3.6","","","",""
"2.22","90.31","","","100"
"0.47","425.64","","","349.1368"
"","519","","","523.7052"
"0","633.8","0.67","0.03",""
"0.25","","","","610.9947"
"","","","",""
"","151.15","","","500"
"","345.62","","",""
"","270.95","","","68000"
"0.17","456.96","","",""
"","436.41","0.41","0.75",""
"","52.92","","",""
"","230.69","","",""
"","507.61","","",""
"","277.15","","",""
"","11.9","","","2600"
"","277.15","","","300"
"","441.15","","",""
"0.17","444","","","420"
"","463.25","","",""
"","270.95","","",""
"1.09","180","","","730"
"","252.04","","",""
"","47.19","","",""
"","153.81","","",""
"","544.5","","",""
"","183.1","0.79","0.83","911.3002"
"","251.99","0.75","0",""
"","37.61","","","2749.4523"
"0.58","336.35","","","116335.992"
"","267.65","","","1700"
"0.06","53.32","","","200"
"0.52","387.99","","",""
"","308.16","","","5700"
"","47.19","","",""
"","389.05","","","1100"
"","367","","","698"
"","451.39","0.44","0.41",""
"","151.15","","",""
"","290.09","","",""
"","41.4","","",""
"","52.92","","",""
"0.55","648","","",""
"0.9","1107","0.38","0.89",""
"9.2","","","",""
"","309.75","","","7600"
"0.12","297.88","","",""
"0.02","452.5","","",""
"0.06","153.52","","",""
"","321.73","","","567.3473"
"","52.92","","","829.1999"
"0.4","503","","0.41",""
"","350.28","","",""
"0.3","252.03","","","740"
"","47.19","","",""
"","69.8","","","300"
"4.64","11.89","","",""
"1.4","182.44","","",""
"0","1430","","",""
"","151.15","","","200"
"","106.75","","",""
"0.02","542","0.06","0",""
"9.86","305","","","11208.0099"
"","331.38","","","8728.42"
"","154.34","","",""
"","270.95","","","63281.045"
"","155","","","261.9263"
"","151.15","","",""
"","270.95","","","52700"
"","84.42","","","523.7052"
"0.13","547.24","0.69","0.31",""
"","32.21","","",""
"","463.64","","",""
"0.33","648","0.41","0.68","0.0259"
"","1487.5","","",""
"","44.41","","",""
"","1520","","","700"
"","1501","","","511.8526"
"","328","","","1001.8842"
"","270.95","","",""
"","512.25","","","831"
"0.55","153.52","","","785.5578"
"0.04","375.82","","","300"
